"ZIP Code","Week Number","Week Start","Week End","Cases - Weekly","Cases - Cumulative","Case Rate - Weekly","Case Rate - Cumulative","Tests - Weekly","Tests - Cumulative","Test Rate - Weekly","Test Rate - Cumulative","Percent Tested Positive - Weekly","Percent Tested Positive - Cumulative","Deaths - Weekly","Deaths - Cumulative","Death Rate - Weekly","Death Rate - Cumulative","Population","Row ID","ZIP Code Location"
"60641","36","09/03/2023","09/09/2023","37","22,191","52","31,244.8","195","377,064","275","530,904.1","16.4%","6.9%","0","205","0.0","288.6","71,023","60641-2023-36","POINT (-87.746791 41.946682)"
"60641","37","09/10/2023","09/16/2023","31","22,222","44","31,288.5","163","377,227","230","531,133.6","17.2%","6.9%","0","205","0.0","288.6","71,023","60641-2023-37","POINT (-87.746791 41.946682)"
"60641","38","09/17/2023","09/23/2023","41","22,263","58","31,346.2","188","377,415","265","531,398.3","20.7%","6.9%","0","205","0.0","288.6","71,023","60641-2023-38","POINT (-87.746791 41.946682)"
"60641","39","09/24/2023","09/30/2023","28","22,291","39","31,385.6","162","377,577","228","531,626.4","16.7%","6.9%","1","206","1.4","290.0","71,023","60641-2023-39","POINT (-87.746791 41.946682)"
"60641","43","10/22/2023","10/28/2023","29","22,386","41","31,519.4","209","378,302","294","532,647.2","11.5%","6.9%","0","206","0.0","290.0","71,023","60641-2023-43","POINT (-87.746791 41.946682)"
"60641","44","10/29/2023","11/04/2023","20","22,406","28","31,547.5","176","378,478","248","532,895","11.9%","6.9%","0","206","0.0","290.0","71,023","60641-2023-44","POINT (-87.746791 41.946682)"
"60641","45","11/05/2023","11/11/2023","37","22,443","52","31,599.6","208","378,686","293","533,187.8","15.4%","6.9%","0","206","0.0","290.0","71,023","60641-2023-45","POINT (-87.746791 41.946682)"
"60641","46","11/12/2023","11/18/2023","35","22,478","49","31,648.9","272","378,958","383","533,570.8","13.6%","6.9%","0","206","0.0","290.0","71,023","60641-2023-46","POINT (-87.746791 41.946682)"
"60641","47","11/19/2023","11/25/2023","46","22,524","65","31,713.7","162","379,120","228","533,798.9","19.8%","6.9%","0","206","0.0","290.0","71,023","60641-2023-47","POINT (-87.746791 41.946682)"
"60641","48","11/26/2023","12/02/2023","47","22,571","66","31,779.8","237","379,357","334","534,132.6","17.3%","6.9%","0","206","0.0","290.0","71,023","60641-2023-48","POINT (-87.746791 41.946682)"
"60641","49","12/03/2023","12/09/2023","40","22,611","56","31,836.2","283","379,640","399","534,531.1","16.6%","6.9%","0","206","0.0","290.0","71,023","60641-2023-49","POINT (-87.746791 41.946682)"
"60641","5","01/29/2023","02/04/2023","51","21,298","72","29,987.5","1,449","355,676","2,040","500,789.9","3.5%","7.0%","0","202","0.0","284.4","71,023","60641-2023-5","POINT (-87.746791 41.946682)"
"60641","50","12/10/2023","12/16/2023","62","22,673","87","31,923.5","299","379,939","421","534,952.1","20.1%","6.9%","1","207","1.4","291.5","71,023","60641-2023-50","POINT (-87.746791 41.946682)"
"60641","51","12/17/2023","12/23/2023","72","22,745","101","32,024.8","202","380,141","284","535,236.5","18.8%","6.9%","0","207","0.0","291.5","71,023","60641-2023-51","POINT (-87.746791 41.946682)"
"60641","52","12/24/2023","12/30/2023","61","22,806","86","32,110.7","223","380,364","314","535,550.5","22.9%","6.9%","0","207","0.0","291.5","71,023","60641-2023-52","POINT (-87.746791 41.946682)"
"60641","6","02/05/2023","02/11/2023","52","21,350","73","30,060.7","1,473","357,149","2,074","502,863.9","4.0%","7.0%","0","202","0.0","284.4","71,023","60641-2023-6","POINT (-87.746791 41.946682)"
"60641","13","03/24/2024","03/30/2024","8","23,128","11","32,564.1","0","0","0","0","0.0%","0.0%","0","207","0.0","291.5","71,023","60641-2024-13","POINT (-87.746791 41.946682)"
"60641","5","01/28/2024","02/03/2024","34","22,993","48","32,374","0","0","0","0","0.0%","0.0%","0","207","0.0","291.5","71,023","60641-2024-5","POINT (-87.746791 41.946682)"
"60641","6","02/04/2024","02/10/2024","31","23,024","44","32,417.7","0","0","0","0","0.0%","0.0%","0","207","0.0","291.5","71,023","60641-2024-6","POINT (-87.746791 41.946682)"
"60641","7","02/11/2024","02/17/2024","26","23,050","37","32,454.3","0","0","0","0","0.0%","0.0%","0","207","0.0","291.5","71,023","60641-2024-7","POINT (-87.746791 41.946682)"
"60641","8","02/18/2024","02/24/2024","21","23,071","30","32,483.8","0","0","0","0","0.0%","0.0%","0","207","0.0","291.5","71,023","60641-2024-8","POINT (-87.746791 41.946682)"
"60641","1","12/31/2023","01/06/2024","52","22,858","73","32,183.9","31","380,395","44","535,594.1","32.3%","6.9%","0","207","0.0","291.5","71,023","60641-2023-1","POINT (-87.746791 41.946682)"
"60641","18","04/28/2024","05/04/2024","6","23,157","8","32,604.9","0","0","0","0","0.0%","0.0%","0","208","0.0","292.9","71,023","60641-2024-18","POINT (-87.746791 41.946682)"
"60641","19","05/05/2024","05/11/2024","7","23,164","10","32,614.8","0","0","0","0","0.0%","0.0%","0","208","0.0","292.9","71,023","60641-2024-19","POINT (-87.746791 41.946682)"
"60641","20","05/12/2024","05/18/2024","3","23,167","4","32,619","0","0","0","0","0.0%","0.0%","0","208","0.0","292.9","71,023","60641-2024-20","POINT (-87.746791 41.946682)"
"60641","24","06/13/2021","06/19/2021","6","9,128","8","12,852.2","1,006","114,033","1,416","160,557.8","0.6%","9.7%","0","136","0.0","191.5","71,023","60641-2021-24","POINT (-87.746791 41.946682)"
"60641","11","03/08/2020","03/14/2020",,,,,"5","5","7","7","0.0%","0.0%","0","0","0.0","0.0","71,023","60641-2020-11","POINT (-87.746791 41.946682)"
"60641","15","04/05/2020","04/11/2020","112","201","158","283","314","697","442","981.4","30.9%","24.0%","4","6","5.6","8.4","71,023","60641-2020-15","POINT (-87.746791 41.946682)"
"60641","23","05/31/2020","06/06/2020","74","1,482","104","2,086.6","809","7,135","1,139","10,046","15.6%","22.8%","2","44","2.8","62.0","71,023","60641-2020-23","POINT (-87.746791 41.946682)"
"60641","18","04/26/2020","05/02/2020","246","744","346","1,047.5","664","2,351","935","3,310.2","31.6%","28.8%","7","22","9.9","31.0","71,023","60641-2020-18","POINT (-87.746791 41.946682)"
"60641","20","05/10/2020","05/16/2020","199","1,129","280","1,589.6","940","4,168","1,324","5,868.5","25.7%","26.9%","7","38","9.9","53.5","71,023","60641-2020-20","POINT (-87.746791 41.946682)"
"60641","14","03/29/2020","04/04/2020","50","89","70","125.3","183","383","258","539.3","23.0%","18.3%","2","2","2.8","2.8","71,023","60641-2020-14","POINT (-87.746791 41.946682)"
"60641","19","05/03/2020","05/09/2020","186","930","262","1,309.4","877","3,228","1,235","4,545","22.9%","27.2%","9","31","12.7","43.6","71,023","60641-2020-19","POINT (-87.746791 41.946682)"
"60641","24","06/07/2020","06/13/2020","46","1,528","65","2,151.4","1,003","8,138","1,412","11,458.3","8.9%","21.1%","3","47","4.2","66.2","71,023","60641-2020-24","POINT (-87.746791 41.946682)"
"60641","26","06/21/2020","06/27/2020","36","1,610","51","2,266.9","1,371","10,685","1,930","15,044.4","4.7%","17.4%","2","51","2.8","71.8","71,023","60641-2020-26","POINT (-87.746791 41.946682)"
"60641","27","06/28/2020","07/04/2020","39","1,649","55","2,321.8","1,340","12,025","1,887","16,931.1","4.8%","16.0%","2","53","2.8","74.6","71,023","60641-2020-27","POINT (-87.746791 41.946682)"
"60641","28","07/05/2020","07/11/2020","24","1,673","34","2,355.6","1,258","13,283","1,771","18,702.4","3.9%","14.9%","0","53","0.0","74.6","71,023","60641-2020-28","POINT (-87.746791 41.946682)"
"60641","29","07/12/2020","07/18/2020","58","1,731","82","2,437.2","1,342","14,625","1,890","20,591.9","4.9%","14.0%","0","53","0.0","74.6","71,023","60641-2020-29","POINT (-87.746791 41.946682)"
"60641","30","07/19/2020","07/25/2020","60","1,791","85","2,521.7","1,290","15,915","1,816","22,408.2","6.0%","13.3%","0","53","0.0","74.6","71,023","60641-2020-30","POINT (-87.746791 41.946682)"
"60641","31","07/26/2020","08/01/2020","74","1,865","104","2,625.9","1,560","17,475","2,197","24,604.7","6.3%","12.7%","0","53","0.0","74.6","71,023","60641-2020-31","POINT (-87.746791 41.946682)"
"60641","32","08/02/2020","08/08/2020","70","1,935","99","2,724.5","1,445","18,920","2,035","26,639.3","5.9%","12.2%","0","53","0.0","74.6","71,023","60641-2020-32","POINT (-87.746791 41.946682)"
"60641","33","08/09/2020","08/15/2020","71","2,006","100","2,824.4","1,561","20,481","2,198","28,837.1","5.1%","11.6%","1","54","1.4","76.0","71,023","60641-2020-33","POINT (-87.746791 41.946682)"
"60641","34","08/16/2020","08/22/2020","79","2,085","111","2,935.7","1,565","22,046","2,204","31,040.6","6.2%","11.2%","1","55","1.4","77.4","71,023","60641-2020-34","POINT (-87.746791 41.946682)"
"60641","35","08/23/2020","08/29/2020","86","2,171","121","3,056.8","1,419","23,465","1,998","33,038.6","6.8%","11.0%","1","56","1.4","78.8","71,023","60641-2020-35","POINT (-87.746791 41.946682)"
"60641","36","08/30/2020","09/05/2020","78","2,249","110","3,166.6","1,315","24,780","1,852","34,890.1","8.1%","10.8%","0","56","0.0","78.8","71,023","60641-2020-36","POINT (-87.746791 41.946682)"
"60641","37","09/06/2020","09/12/2020","75","2,324","106","3,272.2","1,173","25,953","1,652","36,541.7","7.8%","10.7%","2","58","2.8","81.7","71,023","60641-2020-37","POINT (-87.746791 41.946682)"
"60641","38","09/13/2020","09/19/2020","77","2,401","108","3,380.6","1,516","27,469","2,135","38,676.2","6.5%","10.4%","2","60","2.8","84.5","71,023","60641-2020-38","POINT (-87.746791 41.946682)"
"60641","39","09/20/2020","09/26/2020","93","2,494","131","3,511.5","1,660","29,129","2,337","41,013.5","6.9%","10.2%","0","60","0.0","84.5","71,023","60641-2020-39","POINT (-87.746791 41.946682)"
"60641","40","09/27/2020","10/03/2020","74","2,568","104","3,615.7","1,569","30,698","2,209","43,222.6","6.4%","10.0%","1","61","1.4","85.9","71,023","60641-2020-40","POINT (-87.746791 41.946682)"
"60641","41","10/04/2020","10/10/2020","122","2,690","172","3,787.5","1,949","32,647","2,744","45,966.8","7.5%","9.9%","0","61","0.0","85.9","71,023","60641-2020-41","POINT (-87.746791 41.946682)"
"60641","42","10/11/2020","10/17/2020","167","2,857","235","4,022.6","1,990","34,637","2,802","48,768.7","9.7%","9.9%","1","62","1.4","87.3","71,023","60641-2020-42","POINT (-87.746791 41.946682)"
"60641","43","10/18/2020","10/24/2020","230","3,087","324","4,346.5","2,330","36,967","3,281","52,049.3","10.6%","9.9%","1","63","1.4","88.7","71,023","60641-2020-43","POINT (-87.746791 41.946682)"
"60641","44","10/25/2020","10/31/2020","383","3,470","539","4,885.7","2,795","39,762","3,935","55,984.7","15.6%","10.3%","0","63","0.0","88.7","71,023","60641-2020-44","POINT (-87.746791 41.946682)"
"60641","45","11/01/2020","11/07/2020","474","3,944","667","5,553.1","3,073","42,835","4,327","60,311.4","17.5%","10.8%","1","64","1.4","90.1","71,023","60641-2020-45","POINT (-87.746791 41.946682)"
"60641","46","11/08/2020","11/14/2020","531","4,475","748","6,300.8","3,520","46,355","4,956","65,267.6","18.0%","11.4%","1","65","1.4","91.5","71,023","60641-2020-46","POINT (-87.746791 41.946682)"
"60641","47","11/15/2020","11/21/2020","435","4,910","613","6,913.3","3,621","49,976","5,098","70,365.9","14.4%","11.6%","3","68","4.2","95.7","71,023","60641-2020-47","POINT (-87.746791 41.946682)"
"60641","48","11/22/2020","11/28/2020","325","5,235","458","7,370.9","2,797","52,773","3,938","74,304.1","14.3%","11.7%","5","73","7.0","102.8","71,023","60641-2020-48","POINT (-87.746791 41.946682)"
"60641","49","11/29/2020","12/05/2020","425","5,660","598","7,969.2","3,462","56,235","4,875","79,178.6","15.2%","12.0%","3","76","4.2","107.0","71,023","60641-2020-49","POINT (-87.746791 41.946682)"
"60641","50","12/06/2020","12/12/2020","416","6,076","586","8,555","3,142","59,377","4,424","83,602.5","15.8%","12.2%","4","80","5.6","112.6","71,023","60641-2020-50","POINT (-87.746791 41.946682)"
"60641","51","12/13/2020","12/19/2020","333","6,409","469","9,023.8","3,052","62,429","4,297","87,899.7","13.5%","12.2%","3","83","4.2","116.9","71,023","60641-2020-51","POINT (-87.746791 41.946682)"
"60641","52","12/20/2020","12/26/2020","231","6,640","325","9,349.1","2,561","64,990","3,606","91,505.6","10.9%","12.2%","8","91","11.3","128.1","71,023","60641-2020-52","POINT (-87.746791 41.946682)"
"60641","53","12/27/2020","01/02/2021","244","6,884","344","9,692.6","2,521","67,511","3,550","95,055.1","11.7%","12.2%","4","95","5.6","133.8","71,023","60641-2020-53","POINT (-87.746791 41.946682)"
"60641","1","01/03/2021","01/09/2021","256","7,140","360","10,053.1","2,925","70,436","4,118","99,173.5","10.0%","12.1%","4","99","5.6","139.4","71,023","60641-2021-1","POINT (-87.746791 41.946682)"
"60641","10","03/07/2021","03/13/2021","72","8,225","101","11,580.8","1,995","89,021","2,809","125,341.1","5.2%","11.1%","3","119","4.2","167.6","71,023","60641-2021-10","POINT (-87.746791 41.946682)"
"60641","11","03/14/2021","03/20/2021","49","8,274","69","11,649.7","1,870","90,891","2,633","127,974","3.9%","11.0%","0","119","0.0","167.6","71,023","60641-2021-11","POINT (-87.746791 41.946682)"
"60641","12","03/21/2021","03/27/2021","84","8,358","118","11,768","1,786","92,677","2,515","130,488.7","5.1%","10.8%","1","120","1.4","169.0","71,023","60641-2021-12","POINT (-87.746791 41.946682)"
"60641","13","03/28/2021","04/03/2021","101","8,459","142","11,910.2","2,195","94,872","3,091","133,579.3","5.3%","10.7%","2","122","2.8","171.8","71,023","60641-2021-13","POINT (-87.746791 41.946682)"
"60641","14","04/04/2021","04/10/2021","161","8,620","227","12,136.9","2,240","97,112","3,154","136,733.2","7.5%","10.6%","3","125","4.2","176.0","71,023","60641-2021-14","POINT (-87.746791 41.946682)"
"60641","15","04/11/2021","04/17/2021","118","8,738","166","12,303.1","2,190","99,302","3,084","139,816.7","7.4%","10.6%","0","125","0.0","176.0","71,023","60641-2021-15","POINT (-87.746791 41.946682)"
"60641","16","04/18/2021","04/24/2021","86","8,824","121","12,424.1","2,209","101,511","3,110","142,926.9","5.2%","10.5%","1","126","1.4","177.4","71,023","60641-2021-16","POINT (-87.746791 41.946682)"
"60641","17","04/25/2021","05/01/2021","73","8,897","103","12,526.9","2,051","103,562","2,888","145,814.7","4.5%","10.3%","3","129","4.2","181.6","71,023","60641-2021-17","POINT (-87.746791 41.946682)"
"60641","18","05/02/2021","05/08/2021","75","8,972","106","12,632.5","1,945","105,507","2,739","148,553.3","4.4%","10.2%","2","131","2.8","184.4","71,023","60641-2021-18","POINT (-87.746791 41.946682)"
"60641","19","05/09/2021","05/15/2021","50","9,022","70","12,702.9","1,961","107,468","2,761","151,314.4","3.5%","10.1%","1","132","1.4","185.9","71,023","60641-2021-19","POINT (-87.746791 41.946682)"
"60641","2","01/10/2021","01/16/2021","256","7,396","360","10,413.5","2,653","73,089","3,735","102,908.9","11.9%","12.1%","5","104","7.0","146.4","71,023","60641-2021-2","POINT (-87.746791 41.946682)"
"60641","20","05/16/2021","05/22/2021","44","9,066","62","12,764.9","1,660","109,128","2,337","153,651.6","3.3%","10.0%","0","132","0.0","185.9","71,023","60641-2021-20","POINT (-87.746791 41.946682)"
"60641","21","05/23/2021","05/29/2021","25","9,091","35","12,800.1","1,487","110,615","2,094","155,745.3","2.6%","9.9%","1","133","1.4","187.3","71,023","60641-2021-21","POINT (-87.746791 41.946682)"
"60641","22","05/30/2021","06/05/2021","15","9,106","21","12,821.2","1,082","111,697","1,524","157,268.8","2.0%","9.8%","1","134","1.4","188.7","71,023","60641-2021-22","POINT (-87.746791 41.946682)"
"60641","23","06/06/2021","06/12/2021","16","9,122","23","12,843.7","1,330","113,027","1,873","159,141.4","1.9%","9.7%","2","136","2.8","191.5","71,023","60641-2021-23","POINT (-87.746791 41.946682)"
"60641","25","06/20/2021","06/26/2021","5","9,133","7","12,859.2","1,066","115,099","1,501","162,058.8","0.6%","9.6%","1","137","1.4","192.9","71,023","60641-2021-25","POINT (-87.746791 41.946682)"
"60641","26","06/27/2021","07/03/2021","9","9,142","13","12,871.9","1,022","116,121","1,439","163,497.7","0.9%","9.5%","0","137","0.0","192.9","71,023","60641-2021-26","POINT (-87.746791 41.946682)"
"60641","27","07/04/2021","07/10/2021","14","9,156","20","12,891.6","954","117,075","1,343","164,841","1.0%","9.4%","1","138","1.4","194.3","71,023","60641-2021-27","POINT (-87.746791 41.946682)"
"60641","28","07/11/2021","07/17/2021","26","9,182","37","12,928.2","1,134","118,209","1,597","166,437.6","2.2%","9.4%","0","138","0.0","194.3","71,023","60641-2021-28","POINT (-87.746791 41.946682)"
"60641","29","07/18/2021","07/24/2021","33","9,215","47","12,974.7","1,330","119,539","1,873","168,310.3","2.6%","9.3%","0","138","0.0","194.3","71,023","60641-2021-29","POINT (-87.746791 41.946682)"
"60641","3","01/17/2021","01/23/2021","177","7,573","249","10,662.7","2,545","75,634","3,583","106,492.3","9.2%","12.0%","2","106","2.8","149.2","71,023","60641-2021-3","POINT (-87.746791 41.946682)"
"60641","30","07/25/2021","07/31/2021","59","9,274","83","13,057.7","1,551","121,090","2,184","170,494.1","3.3%","9.2%","0","138","0.0","194.3","71,023","60641-2021-30","POINT (-87.746791 41.946682)"
"60641","31","08/01/2021","08/07/2021","56","9,330","79","13,136.6","1,994","123,084","2,808","173,301.6","2.9%","9.1%","0","138","0.0","194.3","71,023","60641-2021-31","POINT (-87.746791 41.946682)"
"60641","32","08/08/2021","08/14/2021","79","9,409","111","13,247.8","1,862","124,946","2,622","175,923.3","4.1%","9.0%","0","138","0.0","194.3","71,023","60641-2021-32","POINT (-87.746791 41.946682)"
"60641","33","08/15/2021","08/21/2021","107","9,516","151","13,398.5","2,662","127,608","3,748","179,671.4","3.9%","8.9%","1","139","1.4","195.7","71,023","60641-2021-33","POINT (-87.746791 41.946682)"
"60641","34","08/22/2021","08/28/2021","91","9,607","128","13,526.6","2,557","130,165","3,600","183,271.6","3.2%","8.8%","0","139","0.0","195.7","71,023","60641-2021-34","POINT (-87.746791 41.946682)"
"60641","35","08/29/2021","09/04/2021","78","9,685","110","13,636.4","2,142","132,307","3,016","186,287.5","3.0%","8.7%","0","139","0.0","195.7","71,023","60641-2021-35","POINT (-87.746791 41.946682)"
"60641","36","09/05/2021","09/11/2021","94","9,779","132","13,768.8","2,401","134,708","3,381","189,668.1","3.0%","8.6%","3","142","4.2","199.9","71,023","60641-2021-36","POINT (-87.746791 41.946682)"
"60641","37","09/12/2021","09/18/2021","97","9,876","137","13,905.4","3,726","138,434","5,246","194,914.3","3.9%","8.5%","0","142","0.0","199.9","71,023","60641-2021-37","POINT (-87.746791 41.946682)"
"60641","38","09/19/2021","09/25/2021","63","9,939","89","13,994.1","3,031","141,465","4,268","199,182","2.8%","8.4%","1","143","1.4","201.3","71,023","60641-2021-38","POINT (-87.746791 41.946682)"
"60641","39","09/26/2021","10/02/2021","71","10,010","100","14,094","4,147","145,612","5,839","205,020.9","2.5%","8.2%","0","143","0.0","201.3","71,023","60641-2021-39","POINT (-87.746791 41.946682)"
"60641","4","01/24/2021","01/30/2021","129","7,702","182","10,844.4","2,439","78,073","3,434","109,926.4","7.2%","11.8%","2","108","2.8","152.1","71,023","60641-2021-4","POINT (-87.746791 41.946682)"
"60641","40","10/03/2021","10/09/2021","73","10,083","103","14,196.8","4,043","149,655","5,693","210,713.4","2.5%","8.0%","2","145","2.8","204.2","71,023","60641-2021-40","POINT (-87.746791 41.946682)"
"60641","41","10/10/2021","10/16/2021","55","10,138","77","14,274.2","3,876","153,531","5,457","216,170.8","2.2%","7.9%","0","145","0.0","204.2","71,023","60641-2021-41","POINT (-87.746791 41.946682)"
"60641","42","10/17/2021","10/23/2021","62","10,200","87","14,361.5","4,238","157,769","5,967","222,137.9","1.9%","7.7%","0","145","0.0","204.2","71,023","60641-2021-42","POINT (-87.746791 41.946682)"
"60641","43","10/24/2021","10/30/2021","69","10,269","97","14,458.7","4,264","162,033","6,004","228,141.6","2.0%","7.6%","1","146","1.4","205.6","71,023","60641-2021-43","POINT (-87.746791 41.946682)"
"60641","44","10/31/2021","11/06/2021","99","10,368","139","14,598.1","4,738","166,771","6,671","234,812.7","2.8%","7.4%","1","147","1.4","207.0","71,023","60641-2021-44","POINT (-87.746791 41.946682)"
